"index"	"name_anchor"	"year_end"	"title"	"data"	"stress_pattern"	"metre"	"IPA"
17917	"Батеньков"	1828	"Тюремная песнь"	"Исчезнут слабые творенья,"	"010100010"	"Я4ж"	"ɪʂ't͡ɕ'ˈeznʊt slˈabᵻjᵻ tvɐrʲˈenʲjə,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Как Тенериф, свой пик взнесут"	"00010101"	"Я4м"	"kak tʲɪnʲɪrʲˈif, svoj pʲˈik vzʲnʲɪsˈut"
17917	"Батеньков"	1828	"Тюремная песнь"	"Певцы великого размера,"	"010100010"	"Я4ж"	"pʲɪvt͡sˈɨ vʲɪlʲˈikəvə rɐzmʲˈerə,"
17917	"Батеньков"	1828	"Тюремная песнь"	"И можно там спросить Гомера,"	"010101010"	"Я4ж"	"ɪ mˈoʐnə tˈam sprɐsʲˈitʲ ɡɐmˈɛrə,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Где лавры для венцов растут."	"01010101"	"Я4м"	"ɡdʲe lˈavrᵻ dlʲˈæ vʲɪnt͡sˈof rɐstˈut."
17917	"Батеньков"	1828	"Тюремная песнь"	"Когда, лишась мер и созвучий,"	"010101010"	"Я4ж"	"kɐɡdˈa, lʲɪʂˈasʲ mʲor ɪ sɐzvˈut͡ɕ'ɪj,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Песнь жар не потеряет свой,"	"01000101"	"Я4м"	"pʲesnʲ ʐˈar nʲɪ pətʲɪrʲˈæjᵻt svˈoj,"
17917	"Батеньков"	1828	"Тюремная песнь"	"И все еще листок пахучий"	"010101010"	"Я4ж"	"ɪ fsʲˈe jɪɕːˈɛ lʲɪstˈok pɐxˈut͡ɕ'ɪj"
17917	"Батеньков"	1828	"Тюремная песнь"	"Гордиться может красотой,"	"01010001"	"Я4м"	"ɡɐrdʲˈit͡s:ə mˈoʐᵻt krəsɐtˈoj,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Так скажет ум обыкновенный -"	"010100010"	"Я4ж"	"tak skˈaʐᵻt ˈum ɐbᵻknɐvʲˈen:ᵻj -"
17917	"Батеньков"	1828	"Тюремная песнь"	"Ум для великого рожденный,"	"010100010"	"Я4ж"	"ʊm dlʲˈæ vʲɪlʲˈikəvə rɐʐdʲˈen:ᵻj,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Такую должен класть печать,"	"01010101"	"Я4м"	"tɐkˈujʉ dˈolʐᵻn klˈastʲ pʲɪt͡ɕ'ˈætʲ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Что в тоне, красках песнопенья"	"010100010"	"Я4ж"	"ʂto v tˈonʲɪ, krˈaskəx pʲɪsnɐpʲˈenʲjə"
17917	"Батеньков"	1828	"Тюремная песнь"	"Без святотатства и смятенья"	"000101010"	"Я4ж"	"bʲes svʲətɐtˈatstvə ɪ smʲɪtʲˈenʲjə"
17917	"Батеньков"	1828	"Тюремная песнь"	"Нельзя и черточки отнять."	"01010001"	"Я4м"	"nʲɪlʲzʲˈæ ɪ t͡ɕ'ˈertət͡ɕkʲɪ ɐtnʲˈætʲ."
17917	"Батеньков"	1828	"Тюремная песнь"	"Когда без всякого покрова"	"010100010"	"Я4ж"	"kɐɡdˈa bʲes fsʲˈækəvə pɐkrˈovə"
17917	"Батеньков"	1828	"Тюремная песнь"	"Певец увидит красоту"	"01010001"	"Я4м"	"pʲɪvʲˈet͡s ʊvʲˈidʲɪt krəsɐtˈu"
17917	"Батеньков"	1828	"Тюремная песнь"	"И звуками родного слова"	"010001010"	"Я4ж"	"ɪ zvˈukəmʲɪ rɐdnˈoɡə slˈovə"
17917	"Батеньков"	1828	"Тюремная песнь"	"Оденет легкую мечту,"	"01010001"	"Я4м"	"ɐdʲˈenʲɪt lʲˈexkʊjʉ mʲɪt͡ɕtˈu,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Он все отечество возносит."	"010100010"	"Я4ж"	"on fsʲˈe ɐtʲˈet͡ɕ'ɪstvə vɐznˈosʲɪt."
17917	"Батеньков"	1828	"Тюремная песнь"	"Напрасно иноземец просит"	"010001010"	"Я4ж"	"nɐprˈasnə ɪnɐzʲˈemʲɪt͡s prˈosʲɪt"
17917	"Батеньков"	1828	"Тюремная песнь"	"Священной манны сей вкусить;"	"01010101"	"Я4м"	"svʲɪɕːˈɛn:əj mˈan:ᵻ sʲˈej fkʊsʲˈitʲ;"
17917	"Батеньков"	1828	"Тюремная песнь"	"Чужим она не раздается."	"010100010"	"Я4ж"	"t͡ɕ'ʉʐˈɨm ɐnˈa nʲɪ rɐzdˈɐjˈɛt͡s:ə."
17917	"Батеньков"	1828	"Тюремная песнь"	"Одно Танталу остается —"	"010100010"	"Я4ж"	"ɐdnˈo tɐntˈalʊ ɐstɐjˈɛt͡s:ə —"
17917	"Батеньков"	1828	"Тюремная песнь"	"В един язык с певцом вступить."	"01010101"	"Я4м"	"v jɪdʲˈin jɪzˈɨk s pʲɪvt͡sˈom fstʊpʲˈitʲ."
17917	"Батеньков"	1828	"Тюремная песнь"	"Когда восторженный душою"	"010100010"	"Я4ж"	"kɐɡdˈa vɐstˈorʐᵻn:ᵻj dʊʂˈojʉ"
17917	"Батеньков"	1828	"Тюремная песнь"	"Державин звезды свыше зрел,"	"01010101"	"Я4м"	"dʲɪrʐˈavʲɪn zvʲˈezdᵻ svˈɨʂᵻ zrʲˈel,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Как в мразный, ясный день зимою"	"010101010"	"Я4ж"	"kak v mrˈaznᵻj, jˈasnᵻj dʲˈenʲ zʲɪmˈojʉ"
17917	"Батеньков"	1828	"Тюремная песнь"	"Пылинки инея, удел"	"01010001"	"Я4м"	"pᵻlʲˈinkʲɪ ˈinʲɪjə, ʊdʲˈel"
17917	"Батеньков"	1828	"Тюремная песнь"	"Ему тот дан для миллионов,"	"010100010"	"Я4ж"	"jɪmˈu tot dˈan dlʲa mʲɪl:'ɪˈonəf,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Чтобы возвысить дух Солонов,"	"100101010"	"Я4ж"	"ʂtˈobᵻ vɐzvˈɨsʲɪtʲ dˈux sɐlˈonəf,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Мелькнувших в Севере тогда,"	"01010001"	"Я4м"	"mʲɪlʲknˈufʂᵻx v sʲˈevʲɪrʲɪ tɐɡdˈa,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Чтоб ухо остеречь от гула;"	"010001010"	"Я4ж"	"t͡ɕtop ˈuxə ɐstʲɪrʲˈet͡ɕ' ot ɡˈulə;"
17917	"Батеньков"	1828	"Тюремная песнь"	"И как Давид лечил Саула,"	"010101010"	"Я4ж"	"ɪ kˈak dɐvʲˈit lʲɪt͡ɕ'ˈil sɐˈulə,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Струной надпомнит иногда."	"01010001"	"Я4м"	"strʊnˈoj nɐtpˈomnʲɪt ɪnɐɡdˈa."
17917	"Батеньков"	1828	"Тюремная песнь"	"Когда сознанье просветлится"	"010100010"	"Я4ж"	"kɐɡdˈa sɐznˈanʲjᵻ prəsvʲɪtlʲˈit͡s:ə"
17917	"Батеньков"	1828	"Тюремная песнь"	"И жажда слышится умов,"	"01010001"	"Я4м"	"ɪ ʐˈaʐdə slˈɨʂᵻt͡s:ə ʊmˈof,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Телесный по следам тащится,"	"010101010"	"Я4ж"	"tʲɪlʲˈesnᵻj pˈo slʲɪdˈam tɐɕːˈit͡s:ə,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Открыт путь новый для духов."	"01010101"	"Я4м"	"ɐtkrˈɨt pʊtʲ nˈovᵻj dlʲˈæ dʊxˈof."
17917	"Батеньков"	1828	"Тюремная песнь"	"Легко миры они вращают,"	"010101010"	"Я4ж"	"lʲɪxkˈo mʲɪrˈɨ ɐnʲˈi vrɐɕːˈajʉt,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Когда тот пункт опорный знают,"	"010101010"	"Я4ж"	"kɐɡdˈa tot pˈunkt ɐpˈornᵻj znˈajʉt,"
17917	"Батеньков"	1828	"Тюремная песнь"	"О коем плакал Архимед."	"01010001"	"Я4м"	"o kˈojᵻm plˈakəl ɐrxʲɪmʲˈet."
17917	"Батеньков"	1828	"Тюремная песнь"	"Пройдут и пробудят народы,"	"010001010"	"Я4ж"	"prɐjdˈut ɪ prəbʊdʲˈæt nɐrˈodᵻ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Игрой покроют неба своды,"	"010101010"	"Я4ж"	"ɪɡrˈoj pɐkrˈojʉt nʲˈebə svˈodᵻ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Прольют рекой млеко и мед."	"01010101"	"Я4м"	"prɐlʲjˈut rʲɪkˈoj mlʲɪkˈo ɪ mʲˈet."
17917	"Батеньков"	1828	"Тюремная песнь"	"Когда же лиры струн коснутся,"	"010101010"	"Я4ж"	"kɐɡdˈa ʐэ lʲˈirᵻ strˈun kɐsnˈut͡s:ə,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Проникнут молнией сердца,"	"01010001"	"Я4м"	"prɐnʲˈiknʊt mˈolnʲɪjᵻj sʲɪrt͡sˈa,"
17917	"Батеньков"	1828	"Тюремная песнь"	"И в миг красою обовьются"	"010100010"	"Я4ж"	"ɪ v mʲˈik krɐsˈojʉ ɐbɐvʲjˈut͡s:ə"
17917	"Батеньков"	1828	"Тюремная песнь"	"Змееобразного кольца."	"00010001"	"Я4м"	"zmʲɪjᵻɐbrˈaznəvə kɐlʲt͡sˈa."
17917	"Батеньков"	1828	"Тюремная песнь"	"Духам несвойственна измена,"	"010100010"	"Я4ж"	"dʊxˈam nʲɪsvˈojstvʲɪn:ə ɪzmʲˈenə,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Тверда опора их безмена,"	"010101010"	"Я4ж"	"tvʲɪrdˈa ɐpˈorə ˈix bʲɪzmʲˈenə,"
17917	"Батеньков"	1828	"Тюремная песнь"	"И, взяв размер для рукавов,"	"01010001"	"Я4м"	"ɪ, vzʲˈæf rɐzmʲˈer dlʲa rʊkɐvˈof,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Уравновесят силой бремя,"	"000101010"	"Я4ж"	"ʊrəvnɐvʲˈesʲət sʲˈiləj brʲˈemʲə,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Ее восполнят тратой время"	"010101010"	"Я4ж"	"jɪjˈɛ vɐspˈolnʲət trˈatəj vrʲˈemʲə"
17917	"Батеньков"	1828	"Тюремная песнь"	"По общим свойствам рычагов."	"01010001"	"Я4м"	"po ˈobɕːɪm svˈojstvəm rᵻt͡ɕ'ɪɡˈof."
17917	"Батеньков"	1828	"Тюремная песнь"	"А что тогда, как устремится"	"010100010"	"Я4ж"	"ɐ ʂtˈo tɐɡdˈa, kak ʊstrʲɪmʲˈit͡s:ə"
17917	"Батеньков"	1828	"Тюремная песнь"	"К истоку всякой красоты,"	"01010001"	"Я4м"	"k ɪstˈokʊ fsʲˈækəj krəsɐtˈɨ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"В его величестве вместится"	"010100010"	"Я4ж"	"v jɪvˈo vʲɪlʲˈit͡ɕ'ɪstvʲɪ vmʲɪstʲˈit͡s:ə"
17917	"Батеньков"	1828	"Тюремная песнь"	"И отразит его черты?"	"00010101"	"Я4м"	"ɪ ɐtrɐzʲˈit jɪvˈo t͡ɕ'ɪrtˈɨ?"
17917	"Батеньков"	1828	"Тюремная песнь"	"Становый горб столкнет надменный;"	"010101010"	"Я4ж"	"stɐnˈovᵻj ɡˈorp stɐlknʲˈet nɐdmʲˈen:ᵻj;"
17917	"Батеньков"	1828	"Тюремная песнь"	"Торопца лоб взнесет смиренный,"	"010101010"	"Я4ж"	"tɐrˈopt͡sə lˈop vzʲnʲɪsʲˈet smʲɪrʲˈen:ᵻj,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Лишит Сибирь потопных вод,"	"01010101"	"Я4м"	"lʲɪʂˈɨt sʲɪbʲˈirʲ pɐtˈopnᵻx vˈot,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Порвет Хвалынского преграды,"	"010100010"	"Я4ж"	"pɐrvʲˈet xvɐlˈɨnskəvə prʲɪɡrˈadᵻ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Все Черное сожмет в ограды,"	"010001010"	"Я4ж"	"fsʲe t͡ɕ'ˈernəjᵻ sɐʐmʲˈet v ɐɡrˈadᵻ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Пересоздаст Яфетов род."	"00010101"	"Я4м"	"pʲɪrʲɪsɐzdˈast jɪfʲˈetəf rˈot."
17917	"Батеньков"	1828	"Тюремная песнь"	"С такою силой Моисея"	"010100010"	"Я4ж"	"s tɐkˈojʉ sʲˈiləj məɪsʲˈejə"
17917	"Батеньков"	1828	"Тюремная песнь"	"Земле надлежит ожидать"	"01001001"	"Аф3м"	"zʲɪmlʲˈe nədlʲɪʐˈɨt ɐʐᵻdˈatʲ"
17917	"Батеньков"	1828	"Тюремная песнь"	"Чтоб, знанием богов владея,"	"010001010"	"Я4ж"	"t͡ɕtop, znˈanʲɪjᵻm bɐɡˈof vlɐdʲˈejə,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Могла амврозии вкушать."	"01010001"	"Я4м"	"mɐɡlˈa ɐmvrˈozʲɪɪ fkʊʂˈatʲ."
17917	"Батеньков"	1828	"Тюремная песнь"	"Чтоб сердце чувствами забилось"	"010100010"	"Я4ж"	"t͡ɕtop sʲˈert͡sᵻ t͡ɕ'ˈʉstvəmʲɪ zɐbʲˈiləsʲ"
17917	"Батеньков"	1828	"Тюремная песнь"	"И слово жизни не забылось,"	"010101010"	"Я4ж"	"ɪ slˈovə ʐˈɨzʲnʲɪ nʲɪ zɐbˈɨləsʲ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Несокрушимыми в веках,"	"00010001"	"Я4м"	"nʲɪsəkrʊʂˈɨmᵻmʲɪ v vʲɪkˈax,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Святите день сей нареченный,"	"010100010"	"Я4ж"	"svʲɪtʲˈitʲɪ dʲˈenʲ sʲej nərʲɪt͡ɕ'ˈen:ᵻj,"
17917	"Батеньков"	1828	"Тюремная песнь"	"И свет в скрижалях сокрушенный"	"010100010"	"Я4ж"	"ɪ svʲˈet v skrʲɪʐˈalʲəx səkrʊʂˈɛn:ᵻj"
17917	"Батеньков"	1828	"Тюремная песнь"	"Вдруг отразится в двух столбах."	"00010101"	"Я4м"	"vdrʊk ɐtrɐzʲˈit͡s:ə v dvˈux stɐlbˈax."
17917	"Батеньков"	1828	"Тюремная песнь"	"Не жди из гроба воскресенья,"	"010100010"	"Я4ж"	"nʲɪ ʐdʲˈi ɪs ɡrˈobə vəskrʲɪsʲˈenʲjə,"
17917	"Батеньков"	1828	"Тюремная песнь"	"В грязи валяясь вещества,"	"01010001"	"Я4м"	"v ɡrʲɪzʲˈi vɐlʲˈæjəsʲ vʲɪɕːɪstvˈa,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Алкая в ней увеселенья"	"010100010"	"Я4ж"	"ɐlkˈajə v nʲˈej ʊvʲɪsʲɪlʲˈenʲjə"
17917	"Батеньков"	1828	"Тюремная песнь"	"И отчужденный божества."	"00010001"	"Я4м"	"ɪ ɐt͡ɕ':ʊʐdʲˈen:ᵻj bəʐᵻstvˈa."
17917	"Батеньков"	1828	"Тюремная песнь"	"Болезнь и смерть всегда с тобою,"	"010101010"	"Я4ж"	"bɐlʲˈezʲnʲ ɪ smʲˈertʲ fsʲɪɡdˈa s tɐbˈojʉ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Лишь их ты щупаешь рукою,"	"010100010"	"Я4ж"	"lʲɪʂ ˈix tᵻ ʂ:ˈupəjᵻʂ rʊkˈojʉ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Не успокоится твой ум."	"00010001"	"Я4м"	"nʲɪ ʊspɐkˈoɪt͡s:ə tvoj ˈum."
17917	"Батеньков"	1828	"Тюремная песнь"	"Что день, в лишениях тужа,"	"01010001"	"Я4м"	"ʂto dʲˈenʲ, v lʲɪʂˈɛnʲɪjəx tʊʐˈa,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Осиротевшая душа"	"00010001"	"Я4м"	"ɐsʲɪrɐtʲˈefʂəjə dʊʂˈa"
17917	"Батеньков"	1828	"Тюремная песнь"	"Отчается во мраке дум,"	"01000101"	"Я4м"	"ɐt͡ɕ':ˈajᵻt͡s:ə vo mrˈakʲɪ dˈum,"
17917	"Батеньков"	1828	"Тюремная песнь"	"И песнь поэта без восторга"	"010101010"	"Я4ж"	"ɪ pʲˈesnʲ pɐˈɛtə bʲˈes vɐstˈorɡə"
17917	"Батеньков"	1828	"Тюремная песнь"	"Мертва в церквах, мертва средь торга."	"010101010"	"Я4ж"	"mʲɪrtvˈa v t͡sᵻrkvˈax, mʲɪrtvˈa srʲetʲ tˈorɡə."
17917	"Батеньков"	1828	"Тюремная песнь"	"Воззри в окно твоих чертогов"	"010101010"	"Я4ж"	"vɐz:rʲˈi v ɐknˈo tvɐˈix t͡ɕ'ɪrtˈoɡəf"
17917	"Батеньков"	1828	"Тюремная песнь"	"На вид прелестный пред тобой"	"01010101"	"Я4м"	"na vʲˈit prʲɪlʲˈesnᵻj prʲˈet tɐbˈoj"
17917	"Батеньков"	1828	"Тюремная песнь"	"Полей, лугов, гор, звездных сводов —"	"010101010"	"Я4ж"	"pɐlʲˈej, lʊɡˈof, ɡor, zvʲˈeznᵻx svˈodəf —"
17917	"Батеньков"	1828	"Тюремная песнь"	"И в небо воспари душой."	"01001001"	"Аф3м"	"ɪ v nʲˈebə vɐspˈarʲɪ dʊʂˈoj."
17917	"Батеньков"	1828	"Тюремная песнь"	"Эдем откроется прекрасный,"	"010100010"	"Я4ж"	"ɪdʲˈem ɐtkrˈojᵻt͡s:ə prʲɪkrˈasnᵻj,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Добра и зла урок опасный"	"010101010"	"Я4ж"	"dɐbrˈa ɪ zlˈa ʊrˈok ɐpˈasnᵻj"
17917	"Батеньков"	1828	"Тюремная песнь"	"Мгновенно Лета унесет,"	"01010001"	"Я4м"	"mɡnɐvʲˈen:ə lʲˈetə ʊnʲɪsʲˈet,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Осуществятся все надежды,"	"000101010"	"Я4ж"	"ɐsʊɕːɪstvʲˈæt͡s:ə fsʲˈe nɐdʲˈeʐdᵻ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Ты сбросишь тленные одежды,"	"010100010"	"Я4ж"	"tᵻ zbrˈosʲɪʂ tlʲˈen:ᵻjᵻ ɐdʲˈeʐdᵻ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"И нагота твоя блеснет."	"00010101"	"Я4м"	"ɪ nəɡɐtˈa tvɐjˈa blʲɪsnʲˈet."
17917	"Батеньков"	1828	"Тюремная песнь"	"Взойди на высоту утёса"	"010001010"	"Я4ж"	"vzɐjdʲˈi na vᵻsɐtˈu ʊtʲˈosə"
17917	"Батеньков"	1828	"Тюремная песнь"	"Обычной твердою стопой"	"01010001"	"Я4м"	"ɐbˈɨt͡ɕnəj tvʲˈerdəjʉ stɐpˈoj"
17917	"Батеньков"	1828	"Тюремная песнь"	"И, обозрев весь круг откоса,"	"000101010"	"Я4ж"	"ɪ, ɐbɐzrʲˈef vʲesʲ krˈuk ɐtkˈosə,"
17917	"Батеньков"	1828	"Тюремная песнь"	"На небо воспари душой."	"01001001"	"Аф3м"	"na nʲˈebə vɐspˈarʲɪ dʊʂˈoj."
17917	"Батеньков"	1828	"Тюремная песнь"	"Ты в великана обратишься,"	"000100010"	"Я4ж"	"tᵻ v vʲɪlʲɪkˈanə ɐbrɐtʲˈiʂsʲə,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Величьем духа насладишься,"	"010100010"	"Я4ж"	"vʲɪlʲˈit͡ɕ'jᵻm dˈuxə nəslɐdʲˈiʂsʲə,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Забудешь и добро и зло,"	"01010101"	"Я4м"	"zɐbˈudʲɪʂ ɪ dɐbrˈo ɪ zlˈo,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Лучи красот многоразличных"	"010100010"	"Я4ж"	"lʊt͡ɕ'ˈi krɐsˈot mnəɡərɐzlʲˈit͡ɕnᵻx"
17917	"Батеньков"	1828	"Тюремная песнь"	"В сиянии венцов приличных"	"010001010"	"Я4ж"	"v sʲɪjˈanʲɪɪ vʲɪnt͡sˈof prʲɪlʲˈit͡ɕnᵻx"
17917	"Батеньков"	1828	"Тюремная песнь"	"Сведешь на светлое чело."	"01010001"	"Я4м"	"svʲɪdʲˈeʂ na svʲɪtlˈojᵻ t͡ɕ'ɪlˈo."
17917	"Батеньков"	1828	"Тюремная песнь"	"Предайся в океан сей смежный"	"010001010"	"Я4ж"	"prʲɪdˈajsʲə v ɐkʲɪˈan sʲej smʲˈeʐnᵻj"
17917	"Батеньков"	1828	"Тюремная песнь"	"Игривый - свежею волной,"	"01010001"	"Я4м"	"ɪɡrʲˈivᵻj - svʲˈeʐᵻjʉ vɐlnˈoj,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Весь помести в себе безбрежный"	"000101010"	"Я4ж"	"vʲesʲ pəmʲɪstʲˈi v sʲɪbʲˈe bʲɪzbrʲˈeʐnᵻj"
17917	"Батеньков"	1828	"Тюремная песнь"	"И в небо воспари душой."	"01001001"	"Аф3м"	"ɪ v nʲˈebə vɐspˈarʲɪ dʊʂˈoj."
17917	"Батеньков"	1828	"Тюремная песнь"	"Как тлен, спадут с тебя оковы,"	"010101010"	"Я4ж"	"kak tlʲˈen, spɐdˈut s tʲɪbʲˈæ ɐkˈovᵻ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Орел и лев родишься новый,"	"010101010"	"Я4ж"	"ɐrʲˈel ɪ lʲˈef rɐdʲˈiʂsʲə nˈovᵻj,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Уснувший воспрянешь творец,"	"01001001"	"Аф3м"	"ʊsnˈufʂᵻj vɐsprʲˈænʲɪʂ tvɐrʲˈet͡s,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Пересоздашь все пред собою"	"000101010"	"Я4ж"	"pʲɪrʲɪsɐzdˈaʂ fsʲe prʲˈet sɐbˈojʉ"
17917	"Батеньков"	1828	"Тюремная песнь"	"И величавою стопою"	"000100010"	"Я4ж"	"ɪ vʲɪlʲɪt͡ɕ'ˈævəjʉ stɐpˈojʉ"
17917	"Батеньков"	1828	"Тюремная песнь"	"Пойдешь с невестой под венец."	"01010101"	"Я4м"	"pɐjdʲˈeʂ s nʲɪvʲˈestəj pˈot vʲɪnʲˈet͡s."
17917	"Батеньков"	1828	"Тюремная песнь"	"Простри на круглую денницу"	"010100010"	"Я4ж"	"prɐstrʲˈi na krˈuɡlʊjʉ dʲɪn:'ˈit͡sʊ"
17917	"Батеньков"	1828	"Тюремная песнь"	"Глаз приобыкший к свету твой,"	"00010101"	"Я4м"	"ɡlas prʲɪɐbˈɨkʂᵻj k svʲˈetʊ tvˈoj,"
17917	"Батеньков"	1828	"Тюремная песнь"	"И, разрешив лучей цевницу,"	"000101010"	"Я4ж"	"ɪ, rəzrʲɪʂˈɨf lʊt͡ɕ'ˈej t͡sᵻvnʲˈit͡sʊ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"На небо воспари душой."	"01001001"	"Аф3м"	"na nʲˈebə vɐspˈarʲɪ dʊʂˈoj."
17917	"Батеньков"	1828	"Тюремная песнь"	"Увидишь в радугах прелестных"	"010100010"	"Я4ж"	"ʊvʲˈidʲɪʂ v rˈadʊɡəx prʲɪlʲˈesnᵻx"
17917	"Батеньков"	1828	"Тюремная песнь"	"Существ явление небесных"	"010100010"	"Я4ж"	"sʊɕːˈɛstf jɪvlʲˈenʲɪjᵻ nʲɪbʲˈesnᵻx"
17917	"Батеньков"	1828	"Тюремная песнь"	"И вечную игру кольцом."	"01000101"	"Я4м"	"ɪ vʲˈet͡ɕnʊjʉ ɪɡrˈu kɐlʲt͡sˈom."
17917	"Батеньков"	1828	"Тюремная песнь"	"Когда же силу чувств узнаешь,"	"010101010"	"Я4ж"	"kɐɡdˈa ʐэ sʲˈilʊ t͡ɕ'ˈʉfstf ʊznˈajᵻʂ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"И сам, как солнце, воссияешь,"	"010100010"	"Я4ж"	"ɪ sˈam, kak sˈont͡sᵻ, vəs:'ɪjˈajᵻʂ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Луну покроешь серебром."	"01010001"	"Я4м"	"lʊnˈu pɐkrˈojᵻʂ sʲɪrʲɪbrˈom."
17917	"Батеньков"	1828	"Тюремная песнь"	"Взгляни на холст одушевленный"	"010100010"	"Я4ж"	"vzɡlʲɪnʲˈi na xˈolst ɐdʊʂᵻvlʲˈen:ᵻj"
17917	"Батеньков"	1828	"Тюремная песнь"	"И воспари на высоты,"	"10101010"	"Х4ж"	"ɪ vɐspˈarʲɪ nˈa vᵻsˈotᵻ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Увидишь мир изображенный,"	"010100010"	"Я4ж"	"ʊvʲˈidʲɪʂ mʲˈir ɪzəbrɐʐˈɛn:ᵻj,"
17917	"Батеньков"	1828	"Тюремная песнь"	"И бесконечный и святый."	"00010101"	"Я4м"	"ɪ bʲɪskɐnʲˈet͡ɕnᵻj ɪ svʲɪtˈɨj."
17917	"Батеньков"	1828	"Тюремная песнь"	"И обликов ряды пройдут"	"01000101"	"Я4м"	"ɪ ˈoblʲɪkəf rʲɪdˈɨ prɐjdˈut"
17917	"Батеньков"	1828	"Тюремная песнь"	"В воображении готовом,"	"000100010"	"Я4ж"	"v və:brɐʐˈɛnʲɪɪ ɡɐtˈovəm,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Что миг, то мир сей в виде новом"	"010101010"	"Я4ж"	"ʂto mʲˈik, to mʲˈir sʲej v vʲˈidʲɪ nˈovəm"
17917	"Батеньков"	1828	"Тюремная песнь"	"На те же краски наведут."	"01010001"	"Я4м"	"na tʲˈe ʐэ krˈaskʲɪ nəvʲɪdˈut."
17917	"Батеньков"	1828	"Тюремная песнь"	"Взгляни на камень сей почтенный"	"010101010"	"Я4ж"	"vzɡlʲɪnʲˈi na kˈamʲɪnʲ sʲˈej pɐt͡ɕtʲˈen:ᵻj"
17917	"Батеньков"	1828	"Тюремная песнь"	"И воспари на высоты,"	"10101010"	"Х4ж"	"ɪ vɐspˈarʲɪ nˈa vᵻsˈotᵻ,"
17917	"Батеньков"	1828	"Тюремная песнь"	"Увидишь идеал внушенный,"	"010001010"	"Я4ж"	"ʊvʲˈidʲɪʂ ɪdʲɪˈal vnʊʂˈɛn:ᵻj,"
17917	"Батеньков"	1828	"Тюремная песнь"	"И бесконечный и святый."	"00010101"	"Я4м"	"ɪ bʲɪskɐnʲˈet͡ɕnᵻj ɪ svʲɪtˈɨj."
17917	"Батеньков"	1828	"Тюремная песнь"	"Воображение обставить"	"000100010"	"Я4ж"	"və:brɐʐˈɛnʲɪjᵻ ɐpstˈavʲɪtʲ"
17917	"Батеньков"	1828	"Тюремная песнь"	"Его услугами — направить"	"010100010"	"Я4ж"	"jɪvˈo ʊslˈuɡəmʲɪ — nɐprˈavʲɪtʲ"
17917	"Батеньков"	1828	"Тюремная песнь"	"И камень в ангельский полет."	"01010001"	"Я4м"	"ɪ kˈamʲɪnʲ v ˈanɡʲɪlʲskʲɪj pɐlʲˈet."
